supported_index,spec_id,query_mol_id,adduct,precursor_mz,candidate_count,rank_output_file,status
85,119,1196912,[M+H]+,277.133189720886,9424,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_119/cfmid_precomputed_ranked_119.txt,pending_candidate_spectra
86,120,1196913,[M+H]+,235.16901312256,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_120/cfmid_precomputed_ranked_120.txt,pending_candidate_spectra
87,121,1196918,[M+H]+,311.148594834163,9371,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_121/cfmid_precomputed_ranked_121.txt,pending_candidate_spectra
88,122,1196919,[M+H]+,516.258822820097,3108,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_122/cfmid_precomputed_ranked_122.txt,pending_candidate_spectra
89,123,1196920,[M+H]+,287.05477511929,2103,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_123/cfmid_precomputed_ranked_123.txt,pending_candidate_spectra
90,126,1196923,[M+H]+,293.164467938574,9036,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_126/cfmid_precomputed_ranked_126.txt,pending_candidate_spectra
91,127,1196924,[M+H]+,485.325432421438,1657,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_127/cfmid_precomputed_ranked_127.txt,pending_candidate_spectra
92,128,1196925,[M+H]+,266.102037994695,9700,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_128/cfmid_precomputed_ranked_128.txt,pending_candidate_spectra
93,129,1196897,[M+H]+,317.210865326987,8301,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_129/cfmid_precomputed_ranked_129.txt,pending_candidate_spectra
94,130,1196926,[M+H]+,273.111899404508,9113,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_130/cfmid_precomputed_ranked_130.txt,pending_candidate_spectra
95,131,1196928,[M+H]+,226.143449486821,9650,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_131/cfmid_precomputed_ranked_131.txt,pending_candidate_spectra
96,132,1196929,[M+H]+,343.190181065075,9018,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_132/cfmid_precomputed_ranked_132.txt,pending_candidate_spectra
97,135,1196933,[M+H]+,352.237811279235,6577,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_135/cfmid_precomputed_ranked_135.txt,pending_candidate_spectra
98,136,1196934,[M+H]+,273.205748250264,9626,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_136/cfmid_precomputed_ranked_136.txt,pending_candidate_spectra
99,137,1196935,[M+H]+,413.159051409611,8774,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_137/cfmid_precomputed_ranked_137.txt,pending_candidate_spectra
100,138,1196936,[M+H]+,387.179762289554,8939,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_138/cfmid_precomputed_ranked_138.txt,pending_candidate_spectra
101,139,1196937,[M+H]+,903.254552637546,631,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_139/cfmid_precomputed_ranked_139.txt,pending_candidate_spectra
102,140,1196939,[M+H]+,275.163851548862,9134,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_140/cfmid_precomputed_ranked_140.txt,pending_candidate_spectra
103,142,1196942,[M+H]+,371.148665955677,9236,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_142/cfmid_precomputed_ranked_142.txt,pending_candidate_spectra
104,143,1196943,[M+H]+,377.159048235277,8691,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_143/cfmid_precomputed_ranked_143.txt,pending_candidate_spectra
105,144,1196944,[M+H]+,281.138108031761,9540,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_144/cfmid_precomputed_ranked_144.txt,pending_candidate_spectra
106,145,1196938,[M+H]+,903.254591557378,316,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_145/cfmid_precomputed_ranked_145.txt,pending_candidate_spectra
107,146,1196945,[M+H]+,659.305358886719,1277,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_146/cfmid_precomputed_ranked_146.txt,pending_candidate_spectra
108,147,1196946,[M+H]+,417.247928865327,4034,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_147/cfmid_precomputed_ranked_147.txt,pending_candidate_spectra
109,149,1196948,[M+H]+,369.132758072946,9235,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_149/cfmid_precomputed_ranked_149.txt,pending_candidate_spectra
110,150,1196949,[M+H]+,379.245232516541,7703,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_150/cfmid_precomputed_ranked_150.txt,pending_candidate_spectra
111,151,1196950,[M+H]+,223.059992250151,1793,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_151/cfmid_precomputed_ranked_151.txt,pending_candidate_spectra
112,155,1196954,[M+H]+,383.178221106453,9273,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_155/cfmid_precomputed_ranked_155.txt,pending_candidate_spectra
113,156,1196955,[M+H]+,331.175020785177,8995,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_156/cfmid_precomputed_ranked_156.txt,pending_candidate_spectra
114,157,1196956,[M+H]+,243.101852416992,6956,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_157/cfmid_precomputed_ranked_157.txt,pending_candidate_spectra
115,158,1196958,[M+H]+,500.26370961297,3729,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_158/cfmid_precomputed_ranked_158.txt,pending_candidate_spectra
116,159,1196914,[M+H]+,235.169138407502,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_159/cfmid_precomputed_ranked_159.txt,pending_candidate_spectra
117,163,1196962,[M+H]+,778.412071426478,361,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_163/cfmid_precomputed_ranked_163.txt,pending_candidate_spectra
118,164,1196963,[M+H]+,319.174937465293,9014,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_164/cfmid_precomputed_ranked_164.txt,pending_candidate_spectra
119,165,1196937,[M+H]+,903.254435229549,631,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_165/cfmid_precomputed_ranked_165.txt,pending_candidate_spectra
120,166,1196964,[M+H]+,197.117068765905,6879,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_166/cfmid_precomputed_ranked_166.txt,pending_candidate_spectra
121,169,1196967,[M+H]+,586.21728515625,4670,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_169/cfmid_precomputed_ranked_169.txt,pending_candidate_spectra
122,170,1196898,[M+H]+,317.210941458283,8301,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_170/cfmid_precomputed_ranked_170.txt,pending_candidate_spectra
123,171,1196968,[M+H]+,647.232372764582,1728,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_171/cfmid_precomputed_ranked_171.txt,pending_candidate_spectra
124,172,1196879,[M+H]+,337.273350277786,1959,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_172/cfmid_precomputed_ranked_172.txt,pending_candidate_spectra
125,173,1196969,[M+H]+,417.138772181597,8918,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_173/cfmid_precomputed_ranked_173.txt,pending_candidate_spectra
126,176,1196972,[M+H]+,611.196249141132,2390,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_176/cfmid_precomputed_ranked_176.txt,pending_candidate_spectra
127,177,1196973,[M+H]+,813.264282226563,336,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_177/cfmid_precomputed_ranked_177.txt,pending_candidate_spectra
128,178,1196974,[M+H]+,369.230865478516,2608,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_178/cfmid_precomputed_ranked_178.txt,pending_candidate_spectra
129,179,1196975,[M+H]+,417.201470595733,8960,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_179/cfmid_precomputed_ranked_179.txt,pending_candidate_spectra
130,180,1196976,[M+H]+,491.226984056055,6387,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_180/cfmid_precomputed_ranked_180.txt,pending_candidate_spectra
131,181,1196915,[M+H]+,235.169064683683,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_181/cfmid_precomputed_ranked_181.txt,pending_candidate_spectra
132,185,1196979,[M+H]+,193.085852176167,6320,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_185/cfmid_precomputed_ranked_185.txt,pending_candidate_spectra
133,186,1196980,[M+H]+,267.122505644981,9661,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_186/cfmid_precomputed_ranked_186.txt,pending_candidate_spectra
134,187,1196981,[M+H]+,403.138301404899,8418,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_187/cfmid_precomputed_ranked_187.txt,pending_candidate_spectra
135,188,1196982,[M+H]+,469.22139095747,6643,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_188/cfmid_precomputed_ranked_188.txt,pending_candidate_spectra
136,189,1196983,[M+H]+,368.217760698508,3839,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_189/cfmid_precomputed_ranked_189.txt,pending_candidate_spectra
137,190,1196940,[M+H]+,275.163853197791,9134,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_190/cfmid_precomputed_ranked_190.txt,pending_candidate_spectra
138,191,1196908,[M+H]+,487.341250778403,1876,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_191/cfmid_precomputed_ranked_191.txt,pending_candidate_spectra
139,192,1196984,[M+H]+,661.39362166225,735,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_192/cfmid_precomputed_ranked_192.txt,pending_candidate_spectra
140,193,1196985,[M+H]+,441.226683930043,7937,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_193/cfmid_precomputed_ranked_193.txt,pending_candidate_spectra
141,194,1196986,[M+H]+,315.090498851477,9378,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_194/cfmid_precomputed_ranked_194.txt,pending_candidate_spectra
142,195,1196987,[M+H]+,663.227678443159,1274,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_195/cfmid_precomputed_ranked_195.txt,pending_candidate_spectra
143,196,1196988,[M+H]+,486.259335227713,4522,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_196/cfmid_precomputed_ranked_196.txt,pending_candidate_spectra
144,199,1196991,[M+H]+,336.064621637157,4447,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_199/cfmid_precomputed_ranked_199.txt,pending_candidate_spectra
145,200,1196992,[M+H]+,959.519496084228,510,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_200/cfmid_precomputed_ranked_200.txt,pending_candidate_spectra
146,201,1196993,[M+H]+,259.096368166086,7033,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_201/cfmid_precomputed_ranked_201.txt,pending_candidate_spectra
147,205,1196996,[M+H]+,297.12325418177,9363,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_205/cfmid_precomputed_ranked_205.txt,pending_candidate_spectra
148,206,1196927,[M+H]+,273.112060546875,9113,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_206/cfmid_precomputed_ranked_206.txt,pending_candidate_spectra
149,207,1196997,[M+H]+,227.091207796557,5971,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_207/cfmid_precomputed_ranked_207.txt,pending_candidate_spectra
150,208,1196916,[M+H]+,235.169023595214,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_208/cfmid_precomputed_ranked_208.txt,pending_candidate_spectra
151,209,1196904,[M+H]+,275.127561614585,9092,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_209/cfmid_precomputed_ranked_209.txt,pending_candidate_spectra
152,210,1196998,[M+H]+,194.081074419737,6490,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_210/cfmid_precomputed_ranked_210.txt,pending_candidate_spectra
153,211,1196999,[M+H]+,265.190887245176,9668,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_211/cfmid_precomputed_ranked_211.txt,pending_candidate_spectra
154,212,1197000,[M+H]+,222.148667506899,9580,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_212/cfmid_precomputed_ranked_212.txt,pending_candidate_spectra
155,213,1197001,[M+H]+,403.211022742836,9069,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_213/cfmid_precomputed_ranked_213.txt,pending_candidate_spectra
156,214,1197002,[M+H]+,271.059841928281,1846,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_214/cfmid_precomputed_ranked_214.txt,pending_candidate_spectra
157,215,1197003,[M+H]+,309.169381324284,9453,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_215/cfmid_precomputed_ranked_215.txt,pending_candidate_spectra
158,216,1197004,[M+H]+,275.091150535382,5420,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_216/cfmid_precomputed_ranked_216.txt,pending_candidate_spectra
159,218,1197006,[M+H]+,273.097993820206,7363,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_218/cfmid_precomputed_ranked_218.txt,pending_candidate_spectra
160,219,1197007,[M+H]+,315.227363745888,3155,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_219/cfmid_precomputed_ranked_219.txt,pending_candidate_spectra
161,220,1196917,[M+H]+,235.1689207741,9633,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_220/cfmid_precomputed_ranked_220.txt,pending_candidate_spectra
162,221,1197008,[M+H]+,415.211006003416,9150,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_221/cfmid_precomputed_ranked_221.txt,pending_candidate_spectra
163,222,1197009,[M+H]+,377.195318456245,9240,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_222/cfmid_precomputed_ranked_222.txt,pending_candidate_spectra
164,223,1197010,[M+H]+,357.205526462194,9012,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_223/cfmid_precomputed_ranked_223.txt,pending_candidate_spectra
165,224,1197011,[M+H]+,256.059356689453,2730,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_224/cfmid_precomputed_ranked_224.txt,pending_candidate_spectra
166,225,1197012,[M+H]+,331.080666792507,6158,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_225/cfmid_precomputed_ranked_225.txt,pending_candidate_spectra
167,226,1197013,[M+H]+,268.154041428283,9691,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_226/cfmid_precomputed_ranked_226.txt,pending_candidate_spectra
168,227,1197014,[M+H]+,411.3252119159,1329,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_227/cfmid_precomputed_ranked_227.txt,pending_candidate_spectra
169,228,1196957,[M+H]+,243.101499946407,6956,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_228/cfmid_precomputed_ranked_228.txt,pending_candidate_spectra
